Population Size,Life Span,Max Generations,Maze Size
50,10,200,30

Current Generation,Best Rat's Starting Position,Best DNA,Best Fitness Score,Best Reached Goal,Average Fitness Score (No Winners),Average Fitness Score(Winner Inclusive),% Pop Reached Goal
113,15.0,RRRRRRRRRR,0.2,False,0.13048018648018644,0.13048018648018644,0.0%
114,15.0,RRRRRRRRRR,0.2,False,0.12922397863574334,0.12922397863574334,0.0%
115,15.0,RRRRRRRRRR,0.2,False,0.12802251343427817,0.12802251343427817,0.0%
116,15.0,RRRRRRRRRR,0.2,False,0.13110733504541558,0.13110733504541558,0.0%
117,15.0,RRRRRRRRRR,0.2,False,0.12484937284937281,0.12484937284937281,0.0%
118,15.0,RRRRRRRRRR,0.2,False,0.12234165834165832,0.12234165834165832,0.0%
119,15.0,RRRRRRRRRR,0.2,False,0.11577844377844372,0.11577844377844372,0.0%
120,15.0,RRRRRRRRRR,0.2,False,0.1241975801975802,0.1241975801975802,0.0%
121,15.0,RRRRRRRRRR,0.2,False,0.12256632256632256,0.12256632256632256,0.0%
122,15.0,RRRRRRRRRR,0.2,False,0.12454301254301255,0.12454301254301255,0.0%
123,15.0,RRRRRRRRRR,0.2,False,0.12386191586191592,0.12386191586191592,0.0%
124,15.0,RRRRRRRRRR,0.2,False,0.11974958374958376,0.11974958374958376,0.0%
125,15.0,RRRRRRRRRR,0.2,False,0.12013586413586409,0.12013586413586409,0.0%
126,15.0,RRRRRRRRRR,0.2,False,0.12024686424686423,0.12024686424686423,0.0%
127,15.0,RRRRRRRRRR,0.2,False,0.11574057315233788,0.11574057315233788,0.0%
128,15.0,RRRRRRRRRR,0.2,False,0.11314583455759923,0.11314583455759923,0.0%
129,15.0,RRRRRRLRRR,0.14285714285714285,False,0.11040723981900451,0.11040723981900451,0.0%
130,15.0,RRRRRRRRRR,0.2,False,0.11625174825174822,0.11625174825174822,0.0%
131,15.0,RRRRRRRRRR,0.2,False,0.10547319347319344,0.10547319347319344,0.0%
132,15.0,RRRRRRRRRR,0.2,False,0.10429601770778238,0.10429601770778238,0.0%
133,15.0,RRRRRRRRRR,0.2,False,0.10748070230423173,0.10748070230423173,0.0%
134,15.0,RRRRRRRRRR,0.2,False,0.10382715323891793,0.10382715323891793,0.0%
135,15.0,RRRRRRRRRR,0.2,False,0.11366677766677763,0.11366677766677763,0.0%
136,15.0,RRRRRRRRRR,0.2,False,0.11604693345869815,0.11604693345869815,0.0%
137,15.0,RRRRRRRRRR,0.2,False,0.11474157215333683,0.11474157215333683,0.0%
138,15.0,RRRRRRRRRR,0.2,False,0.11605226146402617,0.11605226146402617,0.0%
139,15.0,RRRRRRRRRR,0.2,False,0.11877011877011878,0.11877011877011878,0.0%
140,15.0,RRRRRRRRRR,0.2,False,0.12979287379287377,0.12979287379287377,0.0%
141,15.0,RRRRRRRRRR,0.2,False,0.13515195915195913,0.13515195915195913,0.0%
142,15.0,RRRRRRRRRR,0.2,False,0.126017982017982,0.126017982017982,0.0%
143,15.0,RRRRRRRRRR,0.2,False,0.1340677100677101,0.1340677100677101,0.0%
144,15.0,RRRRRRRRRR,0.2,False,0.13089488289488288,0.13089488289488288,0.0%
145,15.0,RRRRRRRRRR,0.2,False,0.12718392718392715,0.12718392718392715,0.0%
146,15.0,RRRRRRRRRR,0.2,False,0.12067044067044068,0.12067044067044068,0.0%
147,15.0,RRRRRRRRRR,0.2,False,0.12442224442224444,0.12442224442224444,0.0%
148,15.0,RRRRRRRRRR,0.2,False,0.12078232878232872,0.12078232878232872,0.0%
149,15.0,RRRRRRRRRR,0.2,False,0.11432123432123426,0.11432123432123426,0.0%
150,15.0,RRRRRRRRRR,0.2,False,0.11255233655233653,0.11255233655233653,0.0%
151,15.0,RRRRRRRRRR,0.2,False,0.11969750510926978,0.11969750510926978,0.0%
152,15.0,RRRRRRRRRR,0.2,False,0.11585068526244995,0.11585068526244995,0.0%
153,15.0,RRRRRRRRRR,0.2,False,0.11774447774447776,0.11774447774447776,0.0%
154,15.0,RRRRRRRRRR,0.2,False,0.11690442890442895,0.11690442890442895,0.0%
155,15.0,RRRRRRRRRR,0.2,False,0.11364013764013761,0.11364013764013761,0.0%
156,15.0,RRRRRRRRRR,0.2,False,0.11412321012321013,0.11412321012321013,0.0%
157,15.0,RRRRRRRRRR,0.2,False,0.11409124209124206,0.11409124209124206,0.0%
158,15.0,RRRRRRRRRR,0.2,False,0.1210099704217351,0.1210099704217351,0.0%
159,15.0,RRRRRRRRRR,0.2,False,0.11272283272283268,0.11272283272283268,0.0%
160,15.0,RRRRRRRRRR,0.2,False,0.11492627633804098,0.11492627633804098,0.0%
161,15.0,RRRRRRRRRR,0.2,False,0.12632967032967032,0.12632967032967032,0.0%
162,15.0,RRRRRRRRRR,0.2,False,0.12627461427461428,0.12627461427461428,0.0%
163,15.0,RRRRRRRRRR,0.2,False,0.12599755799755802,0.12599755799755802,0.0%
164,15.0,RRRRRRRRRR,0.2,False,0.12978132978132983,0.12978132978132983,0.0%
165,15.0,RRRRRRRRRR,0.2,False,0.11996359196359199,0.11996359196359199,0.0%
166,15.0,RRRRRRRRRR,0.2,False,0.12535318276494745,0.12535318276494745,0.0%
167,15.0,RRRRRRRRRR,0.2,False,0.13470529470529474,0.13470529470529474,0.0%
168,15.0,RRRRRRRRRR,0.2,False,0.13885701226877692,0.13885701226877692,0.0%
169,15.0,RRRRRRRRRR,0.2,False,0.14155355755355767,0.14155355755355767,0.0%
170,15.0,RRRRRRRRRR,0.2,False,0.13693240093240097,0.13693240093240097,0.0%
171,15.0,RRRRRRRRRR,0.2,False,0.13137440337440337,0.13137440337440337,0.0%
172,15.0,RRRRRRRRRR,0.2,False,0.1333510933510934,0.1333510933510934,0.0%
173,15.0,RRRRRRRRRR,0.2,False,0.12232656232656229,0.12232656232656229,0.0%
174,15.0,RRRRRRRRRR,0.2,False,0.11705303846480315,0.11705303846480315,0.0%
175,15.0,RRRRRRRRRR,0.2,False,0.10838703779880252,0.10838703779880252,0.0%
176,15.0,RRRLRRRRRR,0.14285714285714285,False,0.10586777927954395,0.10586777927954395,0.0%
177,15.0,RRRRRRRRRR,0.2,False,0.10742679542679541,0.10742679542679541,0.0%
178,15.0,RRRRRRRRRR,0.2,False,0.11771872571872571,0.11771872571872571,0.0%
179,15.0,RRRRRRRRRR,0.2,False,0.11845665445665444,0.11845665445665444,0.0%
180,15.0,RRRRRRRRRR,0.2,False,0.11347794688971158,0.11347794688971158,0.0%
181,15.0,RRRRRRRRRR,0.2,False,0.11307292501100553,0.11307292501100553,0.0%
182,15.0,RRRRRRRRRR,0.2,False,0.11814429808237856,0.11814429808237856,0.0%
183,15.0,RRRRRRRRRR,0.2,False,0.11483893883893881,0.11483893883893881,0.0%
184,15.0,RRRRRRRRRR,0.2,False,0.12288422688422689,0.12288422688422689,0.0%
185,15.0,RRRRRRRRRR,0.2,False,0.12041234582411052,0.12041234582411052,0.0%
186,15.0,RRRRRRRRRR,0.2,False,0.11848063048063046,0.11848063048063046,0.0%
187,15.0,RRRRRRRRRR,0.2,False,0.11514650055826525,0.11514650055826525,0.0%
188,15.0,RRRRRRRRRR,0.2,False,0.11520275802628738,0.11520275802628738,0.0%
189,15.0,RRRRRRRRRR,0.2,False,0.12912065712065712,0.12912065712065712,0.0%
190,15.0,RRRRRRRRRR,0.2,False,0.1328289488289488,0.1328289488289488,0.0%
191,15.0,RRRRRRRRRR,0.2,False,0.12355644355644349,0.12355644355644349,0.0%
192,15.0,RRRRRRRRRR,0.2,False,0.1262026862026862,0.1262026862026862,0.0%
193,15.0,RRRRRRRRRR,0.2,False,0.12890398490398491,0.12890398490398491,0.0%
194,15.0,RRRRRRRRRR,0.2,False,0.13041003441003443,0.13041003441003443,0.0%
195,15.0,RRRRRRRRRR,0.2,False,0.1275444555444555,0.1275444555444555,0.0%
196,15.0,RRRRRRRRRR,0.2,False,0.1254123654123654,0.1254123654123654,0.0%
197,15.0,RRRRRRRRRR,0.2,False,0.13483227883227888,0.13483227883227888,0.0%
198,15.0,RRRRRRRRRR,0.2,False,0.13611899211899212,0.13611899211899212,0.0%
199,15.0,RRRRRRRRRR,0.2,False,0.13101920301920306,0.13101920301920306,0.0%
200,15.0,RRRRRRRRRR,0.2,False,0.12924142524142523,0.12924142524142523,0.0%

The cheese was never eaten by the best rat in any generation.
