Population Size,Life Span,Max Generations,Maze Size
50,15,200,30

Current Generation,Best Rat's Starting Position,Best DNA,Best Fitness Score,Best Reached Goal,Average Fitness Score (No Winners),Average Fitness Score(Winner Inclusive),% Pop Reached Goal
31,15,RRRRRRRRRRRRRRR,2.0,True,0.3958333333333333,1.4225,64.0%
32,15,RRRRRRRRRRRRRRR,2.0,True,0.3944444444444445,1.5183333333333335,70.0%
33,15,RRRRRRRRRRRRRRR,2.0,True,0.40666666666666673,1.2033333333333334,50.0%
34,15,RRRRRRRRRRRRRRR,2.0,True,0.46153846153846156,1.2,48.0%
35,15,RRRRRRRRRRRRRRR,2.0,True,0.4537037037037037,1.165,46.0%
36,15,RRRRRRRRRRRRRRR,2.0,True,0.40942028985507245,1.2683333333333333,54.0%
37,15,RRRRRRRRRRRRRRR,2.0,True,0.39166666666666666,1.3566666666666665,60.0%
38,15,RRRRRRRRRRRRRRR,2.0,True,0.45689655172413796,1.105,42.0%
39,15,RRRRRRRRRRRRRRR,2.0,True,0.4107142857142857,1.11,44.0%
40,15,RRRRRRRRRRRRRRR,2.0,True,0.4345238095238095,1.1233333333333333,44.0%
41,15,RRRRRRRRRRRRRRR,2.0,True,0.4166666666666667,1.0499999999999998,40.0%
42,15,RRRRRRRRRRRRRRR,2.0,True,0.4311111111111111,1.0586666666666666,40.0%
43,15,RRRRRRRRRRRRRRR,2.0,True,0.40079365079365087,1.3283333333333331,57.99999999999999%
44,15,RRRRRRRRRRRRRRR,2.0,True,0.4625,1.385,60.0%
45,15,RRRRRRRRRRRRRRR,2.0,True,0.4455128205128205,1.1916666666666667,48.0%
46,15,RRRRRRRRRRRRRRR,2.0,True,0.42857142857142855,1.34,57.99999999999999%
47,15,RRRRRRRRRRRRRRR,2.0,True,0.43478260869565216,1.28,54.0%
48,15,RRRRRRRRRRRRRRR,2.0,True,0.39506172839506176,1.1333333333333333,46.0%
49,15,RRRRRRRRRRRRRRR,2.0,True,0.3850574712643678,1.0633333333333335,42.0%
50,15,RRRRRRRRRRRRRRR,2.0,True,0.3894230769230769,1.1625,48.0%
51,15,RRRRRRRRRRRRRRR,2.0,True,0.4226190476190476,1.1166666666666665,44.0%
52,15,RRRRRRRRRRRRRRR,2.0,True,0.4613095238095238,1.1383333333333332,44.0%
53,15,RRRRRRRRRRRRRRR,2.0,True,0.38611111111111107,1.0316666666666665,40.0%
54,15,RRRRRRRRRRRRRRR,2.0,True,0.38494623655913973,0.9986666666666666,38.0%
55,15,RRRRRRRRRRRRRRR,2.0,True,0.38461538461538464,1.16,48.0%
56,15,RRRRRRRRRRRRRRR,2.0,True,0.4129901960784314,0.9208333333333334,32.0%
57,15,RRRRRRRRRRRRRRR,2.0,True,0.3636363636363636,0.9199999999999998,34.0%
58,15,RRRRRRRRRRRRRRR,2.0,True,0.36979166666666663,0.9566666666666666,36.0%
59,15,RRRRRRRRRRRRRRR,2.0,True,0.38671875,0.9675,36.0%
60,15,RRRRRRRRRRRRRRR,2.0,True,0.441358024691358,1.1583333333333332,46.0%
61,15,RRRRRRRRRRRRRRR,2.0,True,0.3948412698412698,1.3258333333333332,57.99999999999999%
62,15,RRRRRRRRRRRRRRR,2.0,True,0.404320987654321,1.1383333333333334,46.0%
63,15,RRRRRRRRRRRRRRR,2.0,True,0.4208333333333333,1.3683333333333332,60.0%
64,15,RRRRRRRRRRRRRRR,2.0,True,0.44,1.22,50.0%
65,15,RRRRRRRRRRRRRRR,2.0,True,0.4605263157894737,1.415,62.0%
66,15,RRRRRRRRRRRRRRR,2.0,True,0.41,1.205,50.0%
67,15,RRRRRRRRRRRRRRR,2.0,True,0.44097222222222215,1.2516666666666667,52.0%
68,15,RRRRRRRRRRRRRRR,2.0,True,0.42901234567901236,1.1516666666666666,46.0%
69,15,RRRRRRRRRRRRRRR,2.0,True,0.3958333333333333,1.1016666666666668,44.0%
70,15,RRRRRRRRRRRRRRR,2.0,True,0.40404040404040403,0.9466666666666668,34.0%
71,15,RRRRRRRRRRRRRRR,2.0,True,0.42934782608695654,1.2775,54.0%
72,15,RRRRRRRRRRRRRRR,2.0,True,0.391025641025641,1.163333333333333,48.0%
73,15,RRRRRRRRRRRRRRR,2.0,True,0.4523809523809524,1.35,57.99999999999999%
74,15,RRRRRRRRRRRRRRR,2.0,True,0.44086021505376344,1.0333333333333332,38.0%
75,15,RRRRRRRRRRRRRRR,2.0,True,0.39322916666666663,0.9716666666666666,36.0%
76,15,RRRRRRRRRRRRRRR,2.0,True,0.443452380952381,1.1283333333333334,44.0%
77,15,RRRRRRRRRRRRRRR,2.0,True,0.3685897435897436,1.1516666666666666,48.0%
78,15,RRRRRRRRRRRRRRR,2.0,True,0.40625,1.235,52.0%
79,15,RRRRRRRRRRRRRRR,2.0,True,0.41379310344827586,1.08,42.0%
80,15,RRRRRRRRRRRRRRR,2.0,True,0.3898809523809524,1.0983333333333334,44.0%
81,15,RRRRRRRRRRRRRRR,2.0,True,0.39285714285714285,1.1,44.0%
82,15,RRRRRRRRRRRRRRR,2.0,True,0.4583333333333333,1.26,52.0%
83,15,RRRRRRRRRRRRRRR,2.0,True,0.42467948717948717,1.1808333333333332,48.0%
84,15,RRRRRRRRRRRRRRR,2.0,True,0.4201388888888889,1.2416666666666665,52.0%
85,15,RRRRRRRRRRRRRRR,2.0,True,0.40972222222222227,1.2366666666666668,52.0%
86,15,RRRRRRRRRRRRRRR,2.0,True,0.41,1.2049999999999998,50.0%
87,15,RRRRRRRRRRRRRRR,2.0,True,0.4166666666666667,1.335,57.99999999999999%
88,15,RRRRRRRRRRRRRRR,2.0,True,0.3620689655172414,1.05,42.0%
89,15,RRRRRRRRRRRRRRR,2.0,True,0.40804597701149425,1.0766666666666667,42.0%
90,15,RRRRRRRRRRRRRRR,2.0,True,0.4114583333333333,1.2375,52.0%
91,15,RRRRRRRRRRRRRRR,2.0,True,0.42948717948717946,1.1833333333333333,48.0%
92,15,RRRRRRRRRRRRRRR,2.0,True,0.4283333333333333,1.2141666666666666,50.0%
93,15,RRRRRRRRRRRRRRR,2.0,True,0.43478260869565216,1.28,54.0%
94,15,RRRRRRRRRRRRRRR,2.0,True,0.4618055555555556,1.2616666666666665,52.0%
95,15,RRRRRRRRRRRRRRR,2.0,True,0.45666666666666667,1.2283333333333335,50.0%
96,15,RRRRRRRRRRRRRRR,2.0,True,0.4375,1.125,44.0%
97,15,RRRRRRRRRRRRRRR,2.0,True,0.41512345679012347,1.1441666666666666,46.0%
98,15,RRRRRRRRRRRRRRR,2.0,True,0.40064102564102566,1.1683333333333332,48.0%
99,15,RRRRRRRRRRRRRRR,2.0,True,0.421875,1.2425,52.0%
100,15,RRRRRRRRRRRRRRR,2.0,True,0.40705128205128205,1.1716666666666666,48.0%
101,15,RRRRRRRRRRRRRRR,2.0,True,0.43452380952380953,1.3425,57.99999999999999%
102,15,RRRRRRRRRRRRRRR,2.0,True,0.41944444444444445,1.0516666666666667,40.0%
103,15,RRRRRRRRRRRRRRR,2.0,True,0.418103448275862,1.0824999999999998,42.0%
104,15,RRRRRRRRRRRRRRR,2.0,True,0.4086021505376344,1.0133333333333332,38.0%
105,15,RRRRRRRRRRRRRRR,2.0,True,0.4314516129032258,1.0275,38.0%
106,15,RRRRRRRRRRRRRRR,2.0,True,0.41666666666666663,0.9233333333333335,32.0%
107,15,RRRRRRRRRRRRRRR,2.0,True,0.4362745098039215,0.9366666666666665,32.0%
108,15,RRRRRRRRRRRRRRR,2.0,True,0.39444444444444443,1.0366666666666666,40.0%
109,15,RRRRRRRRRRRRRRR,2.0,True,0.3738095238095238,1.317,57.99999999999999%
110,15,RRRRRRRRRRRRRRR,2.0,True,0.4666666666666667,1.08,40.0%
111,15,RRRRRRRRRRRRRRR,2.0,True,0.4166666666666667,1.335,57.99999999999999%
112,15,RRRRRRRRRRRRRRR,2.0,True,0.38958333333333334,1.3558333333333332,60.0%
113,15,RRRRRRRRRRRRRRR,2.0,True,0.4166666666666667,1.24,52.0%
114,15,RRRRRRRRRRRRRRR,2.0,True,0.4444444444444445,1.2533333333333332,52.0%
115,15,RRRRRRRRRRRRRRR,2.0,True,0.46551724137931033,1.11,42.0%
116,15,RRRRRRRRRRRRRRR,2.0,True,0.4066666666666666,1.2033333333333334,50.0%
117,15,RRRRRRRRRRRRRRR,2.0,True,0.42803030303030304,0.9625,34.0%
118,15,RRRRRRRRRRRRRRR,2.0,True,0.41145833333333337,0.9833333333333333,36.0%
119,15,RRRRRRRRRRRRRRR,2.0,True,0.38392857142857145,1.0949999999999998,44.0%
120,15,RRRRRRRRRRRRRRR,2.0,True,0.34913793103448276,1.0425,42.0%
121,15,RRRRRRRRRRRRRRR,2.0,True,0.34413580246913583,1.1058333333333332,46.0%
122,15,RRRRRRRRRRRRRRR,2.0,True,0.42948717948717946,1.1833333333333333,48.0%
123,15,RRRRRRRRRRRRRRR,2.0,True,0.42901234567901236,1.1516666666666666,46.0%
124,15,RRRRRRRRRRRRRRR,2.0,True,0.46153846153846156,1.2,48.0%
125,15,RRRRRRRRRRRRRRR,2.0,True,0.43333333333333335,1.2166666666666668,50.0%
126,15,RRRRRRRRRRRRRRR,2.0,True,0.40217391304347816,1.265,54.0%
127,15,RRRRRRRRRRRRRRR,2.0,True,0.45666666666666667,1.2283333333333335,50.0%
128,15,RRRRRRRRRRRRRRR,2.0,True,0.42857142857142855,1.12,44.0%
129,15,RRRRRRRRRRRRRRR,2.0,True,0.41666666666666663,1.2083333333333333,50.0%
130,15,RRRRRRRRRRRRRRR,2.0,True,0.40942028985507245,1.2683333333333333,54.0%
131,15,RRRRRRRRRRRRRRR,2.0,True,0.4391025641025641,1.1883333333333332,48.0%
132,15,RRRRRRRRRRRRRRR,2.0,True,0.3882575757575758,1.290833333333333,56.00000000000001%
133,15,RRRRRRRRRRRRRRR,2.0,True,0.43402777777777785,1.2483333333333333,52.0%
134,15,RRRRRRRRRRRRRRR,2.0,True,0.4366666666666667,1.2183333333333333,50.0%
135,15,RRRRRRRRRRRRRRR,2.0,True,0.41358024691358025,1.1433333333333333,46.0%
136,15,RRRRRRRRRRRRRRR,2.0,True,0.39,1.1949999999999998,50.0%
137,15,RRRRRRRRRRRRRRR,2.0,True,0.3986111111111111,1.0391666666666666,40.0%
138,15,RRRRRRRRRRRRRRR,2.0,True,0.4519230769230769,1.195,48.0%
139,15,RRRRRRRRRRRRRRR,2.0,True,0.3942307692307692,1.165,48.0%
140,15,RRRRRRRRRRRRRRR,2.0,True,0.4404761904761904,1.1266666666666665,44.0%
141,15,RRRRRRRRRRRRRRR,2.0,True,0.41904761904761906,0.8933333333333334,30.0%
142,15,RRRRRRRRRRRRRRR,2.0,True,0.41346153846153844,1.175,48.0%
143,15,RRRRRRRRRRRRRRR,2.0,True,0.4502688172043011,1.0391666666666668,38.0%
144,15,RRRRRRRRRRRRRRR,2.0,True,0.4228395061728395,1.1483333333333332,46.0%
145,15,RRRRRRRRRRRRRRR,2.0,True,0.40740740740740733,1.14,46.0%
146,15,RRRRRRRRRRRRRRR,2.0,True,0.4197530864197531,1.1466666666666667,46.0%
147,15,RRRRRRRRRRRRRRR,2.0,True,0.4326923076923077,1.185,48.0%
148,15,RRRRRRRRRRRRRRR,2.0,True,0.4228395061728395,1.1483333333333332,46.0%
149,15,RRRRRRRRRRRRRRR,2.0,True,0.4354838709677419,1.0299999999999998,38.0%
150,15,RRRRRRRRRRRRRRR,2.0,True,0.42666666666666664,1.2133333333333334,50.0%
151,15,RRRRRRRRRRRRRRR,2.0,True,0.40079365079365087,1.3283333333333331,57.99999999999999%
152,15,RRRRRRRRRRRRRRR,2.0,True,0.42013888888888884,1.2416666666666665,52.0%
153,15,RRRRRRRRRRRRRRR,2.0,True,0.4277777777777778,1.0566666666666666,40.0%
154,15,RRRRRRRRRRRRRRR,2.0,True,0.44,1.22,50.0%
155,15,RRRRRRRRRRRRRRR,2.0,True,0.41379310344827586,1.08,42.0%
156,15,RRRRRRRRRRRRRRR,2.0,True,0.45689655172413796,1.105,42.0%
157,15,RRRRRRRRRRRRRRR,2.0,True,0.38636363636363635,1.29,56.00000000000001%
158,15,RRRRRRRRRRRRRRR,2.0,True,0.4246031746031746,1.3383333333333332,57.99999999999999%
159,15,RRRRRRRRRRRRRRR,2.0,True,0.4475308641975308,1.1616666666666666,46.0%
160,15,RRRRRRRRRRRRRRR,2.0,True,0.46913580246913583,1.1733333333333333,46.0%
161,15,RRRRRRRRRRRRRRR,2.0,True,0.4297619047619048,0.9008333333333334,30.0%
162,15,RRRRRRRRRRRRRRR,2.0,True,0.37339743589743585,1.1541666666666666,48.0%
163,15,RRRRRRRRRRRRRRR,2.0,True,0.32833333333333337,1.1641666666666663,50.0%
164,15,RRRRRRRRRRRRRRR,2.0,True,0.38596491228070173,1.3866666666666665,62.0%
165,15,RRRRRRRRRRRRRRR,2.0,True,0.4166666666666667,1.335,57.99999999999999%
166,15,RRRRRRRRRRRRRRR,2.0,True,0.4326923076923077,1.185,48.0%
167,15,RRRRRRRRRRRRRRR,2.0,True,0.4201388888888889,1.2416666666666667,52.0%
168,15,RRRRRRRRRRRRRRR,2.0,True,0.40555555555555556,1.0433333333333334,40.0%
169,15,RRRRRRRRRRRRRRR,2.0,True,0.4326923076923077,1.185,48.0%
170,15,RRRRRRRRRRRRRRR,2.0,True,0.4197530864197531,1.1466666666666665,46.0%
171,15,RRRRRRRRRRRRRRR,2.0,True,0.43678160919540227,1.0933333333333333,42.0%
172,15,RRRRRRRRRRRRRRR,2.0,True,0.3972222222222222,1.0383333333333333,40.0%
173,15,RRRRRRRRRRRRRRR,2.0,True,0.40277777777777773,1.1375,46.0%
174,15,RRRRRRRRRRRRRRR,2.0,True,0.4012345679012345,1.1366666666666667,46.0%
175,15,RRRRRRRRRRRRRRR,2.0,True,0.34601449275362317,1.2391666666666665,54.0%
176,15,RRRRRRRRRRRRRRR,2.0,True,0.4166666666666667,1.145,46.0%
177,15,RRRRRRRRRRRRRRR,2.0,True,0.37137681159420294,1.2508333333333335,54.0%
178,15,RRRRRRRRRRRRRRR,2.0,True,0.43055555555555564,1.3408333333333333,57.99999999999999%
179,15,RRRRRRRRRRRRRRR,2.0,True,0.42424242424242425,1.3066666666666669,56.00000000000001%
180,15,RRRRRRRRRRRRRRR,2.0,True,0.39791666666666664,1.3591666666666669,60.0%
181,15,RRRRRRRRRRRRRRR,2.0,True,0.43650793650793657,1.3433333333333335,57.99999999999999%
182,15,RRRRRRRRRRRRRRR,2.0,True,0.4583333333333333,1.445,64.0%
183,15,RRRRRRRRRRRRRRR,2.0,True,0.4746376811594203,1.2983333333333333,54.0%
184,15,RRRRRRRRRRRRRRR,2.0,True,0.42708333333333337,0.9933333333333333,36.0%
185,15,RRRRRRRRRRRRRRR,2.0,True,0.3768115942028986,1.2533333333333332,54.0%
186,15,RRRRRRRRRRRRRRR,2.0,True,0.41847826086956524,1.2725,54.0%
187,15,RRRRRRRRRRRRRRR,2.0,True,0.434,1.217,50.0%
188,15,RRRRRRRRRRRRRRR,2.0,True,0.3996913580246914,1.1358333333333333,46.0%
189,15,RRRRRRRRRRRRRRR,2.0,True,0.41,1.205,50.0%
190,15,RRRRRRRRRRRRRRR,2.0,True,0.44444444444444436,1.346666666666667,57.99999999999999%
191,15,RRRRRRRRRRRRRRR,2.0,True,0.43666666666666665,1.2183333333333333,50.0%
192,15,RRRRRRRRRRRRRRR,2.0,True,0.44583333333333336,1.0675,40.0%
193,15,RRRRRRRRRRRRRRR,2.0,True,0.40948275862068967,1.0775,42.0%
194,15,RRRRRRRRRRRRRRR,2.0,True,0.4305555555555555,1.0583333333333333,40.0%
195,15,RRRRRRRRRRRRRRR,2.0,True,0.41346153846153844,1.1749999999999998,48.0%
196,15,RRRRRRRRRRRRRRR,2.0,True,0.4088541666666667,0.9816666666666667,36.0%
197,15,RRRRRRRRRRRRRRR,2.0,True,0.37820512820512825,1.1566666666666665,48.0%
198,15,RRRRRRRRRRRRRRR,2.0,True,0.44892473118279574,1.0383333333333333,38.0%
199,15,RRRRRRRRRRRRRRR,2.0,True,0.47222222222222227,1.3583333333333332,57.99999999999999%
200,15,RRRRRRRRRRRRRRR,2.0,True,0.36363636363636365,1.2799999999999998,56.00000000000001%

First generation where best rat ate the cheese: 15
